,DAY,base,AUD,BGN,BRL,CAD,CHF,CNY,CZK,DKK,GBP,HKD,HRK,HUF,IDR,ILS,INR,ISK,JPY,KRW,MXN,MYR,NOK,NZD,PHP,PLN,RON,RUB,SEK,SGD,THB,TRY,USD,ZAR
83,2020-04-30,EUR,1.6598,1.9558,5.8565,1.5077,1.0558,7.6665,27.097,7.4584,0.86905,8.43,7.579,352.72,16178.05,3.8069,81.6108,159.3,115.87,1313.09,25.7953,4.6767,11.184,1.7705,54.772,4.5336,4.8431,79.892,10.6639,1.5324,35.216,7.5979,1.0876,19.6572
84,2020-05-04,EUR,1.7022,1.9558,6.0781,1.539,1.0548,7.7275,27.119,7.4622,0.87898,8.4838,7.582,353.27,16522.42,3.8581,82.787,159.5,116.84,1340.0,26.8862,4.7226,11.328,1.8083,55.379,4.5668,4.8368,82.3404,10.8113,1.5495,35.397,7.6932,1.0942,20.3924
85,2020-05-05,EUR,1.6825,1.9558,5.9576,1.5201,1.0525,7.6575,26.978,7.4612,0.8706,8.4057,7.5735,350.27,16372.93,3.8193,82.1435,159.3,115.71,1324.81,25.885,4.6674,11.173,1.791,54.863,4.5316,4.826,80.4713,10.698,1.5359,35.126,7.6866,1.0843,19.9018
86,2020-05-06,EUR,1.7046,1.9558,6.0896,1.5225,1.053,7.6707,26.987,7.4618,0.87253,8.3763,7.569,349.59,16259.13,3.7914,81.9815,159.3,114.65,1323.48,26.0485,4.6713,11.09,1.7839,54.62,4.5394,4.8233,80.7789,10.6278,1.5335,35.004,7.7178,1.0807,20.0603
87,2020-05-07,EUR,1.6704,1.9558,6.2271,1.5177,1.053,7.6427,27.158,7.4605,0.87478,8.358,7.5665,349.36,16223.02,3.7881,81.7685,159.1,114.91,1320.18,26.0677,4.6631,11.0405,1.782,54.497,4.5467,4.8235,79.5801,10.62,1.5303,34.969,7.7792,1.0783,20.0698
88,2020-05-08,EUR,1.6613,1.9558,6.3074,1.5118,1.0529,7.6719,27.251,7.4598,0.87535,8.4052,7.5573,349.38,16229.26,3.8031,81.9615,158.5,115.34,1322.41,25.9023,4.6994,11.0695,1.7668,54.681,4.5482,4.828,79.8383,10.5875,1.5326,34.958,7.7252,1.0843,19.997
89,2020-05-11,EUR,1.6709,1.9558,6.2691,1.5136,1.0519,7.6783,27.6,7.4595,0.87875,8.3893,7.565,349.84,16202.32,3.8072,82.096,158.7,116.16,1325.57,25.9201,4.6911,11.046,1.7808,54.527,4.5591,4.8303,79.6981,10.5998,1.5335,34.837,7.6596,1.0824,19.96
90,2020-05-12,EUR,1.6625,1.9558,6.2708,1.5178,1.052,7.6933,27.423,7.4577,0.87773,8.4154,7.5653,350.75,16073.64,3.807,81.593,158.7,116.56,1326.17,25.8251,4.6977,11.0518,1.7742,54.388,4.5449,4.8301,79.4157,10.5968,1.5357,34.854,7.5979,1.0858,19.7382
91,2020-05-13,EUR,1.6687,1.9558,6.3606,1.5243,1.0528,7.7102,27.408,7.4556,0.88245,8.4286,7.5705,353.58,16092.26,3.819,81.8825,158.3,116.28,1331.08,26.2304,4.704,10.938,1.7983,54.545,4.5636,4.8353,79.5893,10.5843,1.538,34.844,7.5861,1.0875,19.919
92,2020-05-14,EUR,1.6805,1.9558,6.3925,1.5224,1.0512,7.6655,27.571,7.4573,0.88495,8.3647,7.573,354.66,16134.8,3.8209,81.592,158.3,115.48,1329.17,26.247,4.6843,11.0598,1.8068,54.591,4.5666,4.8375,80.0145,10.6418,1.5374,34.675,7.5159,1.0792,20.1637
93,2020-05-15,EUR,1.6805,1.9558,6.3172,1.5231,1.0513,7.6759,27.589,7.4576,0.88738,8.3693,7.5693,354.7,16127.82,3.8178,81.9885,157.5,115.53,1332.6,25.8966,4.6982,11.0568,1.8145,54.778,4.565,4.84,79.6208,10.6695,1.5397,34.656,7.4689,1.0798,20.0761
94,2020-05-18,EUR,1.6736,1.9558,6.2701,1.5202,1.0521,7.7068,27.61,7.4548,0.89153,8.3964,7.558,353.39,16077.45,3.8321,82.1435,157.1,116.31,1332.42,25.6337,4.732,10.9663,1.8096,55.102,4.5596,4.8388,78.908,10.6103,1.5426,34.684,7.4276,1.0832,19.8913
95,2020-05-19,EUR,1.6751,1.9558,6.2357,1.5251,1.0633,7.7816,27.49,7.4562,0.89535,8.487,7.5713,350.35,16177.5,3.8601,82.8535,156.5,118.0,1341.19,25.8567,4.7583,10.9153,1.8004,55.567,4.551,4.8428,79.3839,10.5685,1.5513,34.947,7.4448,1.095,19.9649
96,2020-05-20,EUR,1.6653,1.9558,6.2656,1.5211,1.0584,7.7806,27.43,7.4565,0.89358,8.4926,7.577,350.61,16127.44,3.8397,82.8635,156.5,117.95,1345.71,25.6425,4.7684,10.8765,1.7859,55.447,4.5441,4.842,78.6001,10.5568,1.5503,34.868,7.4419,1.0958,19.7503
97,2020-05-21,EUR,1.671,1.9558,6.2532,1.531,1.0628,7.8153,27.212,7.4563,0.89943,8.5298,7.5805,348.59,16205.75,3.8659,83.0545,156.3,118.42,1354.6,25.5043,4.7801,10.903,1.7949,55.649,4.5298,4.8423,77.9883,10.53,1.5561,34.991,7.4781,1.1,19.6577
98,2020-05-22,EUR,1.6694,1.9558,6.0857,1.5273,1.0591,7.7797,27.21,7.4578,0.89563,8.4571,7.5845,349.4,16249.14,3.8459,82.7265,156.3,117.26,1353.51,25.045,4.7569,10.9078,1.787,55.349,4.5209,4.8435,77.9139,10.5373,1.5521,34.778,7.4227,1.0904,19.2476
99,2020-05-25,EUR,1.6678,1.9558,6.0243,1.5261,1.0597,7.7856,27.275,7.4568,0.89515,8.4599,7.5845,350.72,16048.61,3.843,82.7925,155.3,117.47,1354.63,24.7353,4.7606,10.9358,1.789,55.382,4.5031,4.842,78.2874,10.549,1.5545,34.89,7.4352,1.091,19.2807
100,2020-05-26,EUR,1.6539,1.9558,5.9114,1.5184,1.06,7.8269,27.073,7.4558,0.88878,8.5078,7.584,349.6,16193.61,3.8543,82.927,154.1,117.92,1352.23,24.3102,4.7889,10.8943,1.7717,55.358,4.4506,4.844,77.7494,10.5563,1.556,34.988,7.4014,1.0975,19.065
101,2020-05-27,EUR,1.6565,1.9558,5.8679,1.5126,1.0675,7.8682,27.051,7.4583,0.89595,8.5204,7.5893,348.7,16167.76,3.8511,83.245,151.2,118.58,1359.04,24.5396,4.7783,10.8283,1.7719,55.668,4.4372,4.8433,78.1096,10.5608,1.5588,35.056,7.4542,1.0991,19.1477
102,2020-05-28,EUR,1.6624,1.9558,5.8495,1.5155,1.0683,7.8804,27.017,7.4544,0.89728,8.5407,7.59,349.74,16210.04,3.865,83.4635,150.8,118.68,1363.76,24.558,4.798,10.8553,1.7776,55.792,4.4242,4.8435,77.9343,10.548,1.5621,35.108,7.5072,1.1016,19.1981
103,2020-05-29,EUR,1.6681,1.9558,5.9654,1.528,1.072,7.9456,26.921,7.4542,0.90088,8.6347,7.587,348.73,16269.7,3.9065,84.1025,150.8,119.29,1376.21,24.57,4.8414,10.788,1.7863,56.231,4.4495,4.8493,78.4416,10.487,1.5712,35.424,7.6101,1.1136,19.4239
104,2020-06-01,EUR,1.6488,1.9558,5.9276,1.5228,1.0686,7.9327,26.859,7.4549,0.89673,8.6165,7.5895,345.45,16240.48,3.8947,83.938,151.0,119.75,1364.44,24.452,4.8004,10.789,1.7824,55.947,4.4278,4.8437,77.4378,10.4635,1.5669,35.204,7.5743,1.1116,19.3993
105,2020-06-02,EUR,1.631,1.9558,5.9499,1.5106,1.0741,7.9413,26.645,7.4541,0.89083,8.6609,7.5848,345.67,16107.32,3.8864,84.039,151.0,120.83,1364.42,24.4448,4.7797,10.6798,1.768,56.071,4.3993,4.8423,76.8001,10.452,1.5668,35.271,7.5698,1.1174,19.2755
106,2020-06-03,EUR,1.628,1.9558,5.7993,1.5173,1.0793,7.9599,26.66,7.4547,0.89065,8.6757,7.572,345.89,15885.35,3.8769,84.5055,151.0,121.54,1364.09,24.2772,4.7703,10.6777,1.7532,55.923,4.4135,4.8393,77.0055,10.4588,1.5656,35.339,7.5703,1.1194,19.0844
107,2020-06-04,EUR,1.6276,1.9558,5.6989,1.5203,1.0786,8.0066,26.623,7.4557,0.89685,8.7189,7.5725,344.9,15856.88,3.9068,84.932,148.5,122.48,1368.73,24.4761,4.8077,10.6048,1.751,56.109,4.4372,4.8373,77.8132,10.4172,1.5758,35.539,7.5868,1.125,19.0059
108,2020-06-05,EUR,1.6227,1.9558,5.7329,1.5237,1.0866,8.0349,26.589,7.4564,0.89448,8.7809,7.5715,344.62,15882.4,3.9172,85.63,148.9,123.77,1365.57,24.6466,4.8345,10.5403,1.7392,56.457,4.4425,4.8382,77.8155,10.425,1.5775,35.65,7.6747,1.133,19.0823
109,2020-06-08,EUR,1.6156,1.9558,5.5702,1.5126,1.0861,7.9836,26.585,7.4555,0.89173,8.746,7.565,344.16,15815.42,3.8911,85.241,149.5,123.41,1353.2,24.322,4.8159,10.4603,1.7291,56.301,4.4333,4.8359,77.0563,10.3978,1.57,35.474,7.6574,1.1285,18.9799
110,2020-06-09,EUR,1.6267,1.9558,5.4944,1.5187,1.077,8.0025,26.634,7.4568,0.8912,8.753,7.5719,345.0,15917.2,3.8974,85.3085,149.7,122.14,1353.3,24.5766,4.8287,10.5418,1.7375,56.521,4.4464,4.8365,77.7388,10.4188,1.5708,35.418,7.6859,1.1294,18.8935
111,2020-06-10,EUR,1.622,1.9558,5.5213,1.5228,1.0762,8.0305,26.609,7.4553,0.88963,8.8157,7.569,343.13,16022.03,3.9045,85.903,150.7,122.16,1352.17,24.8255,4.8361,10.5383,1.7357,56.767,4.4524,4.8349,78.1468,10.4605,1.5746,35.422,7.7145,1.1375,18.8376
112,2020-06-11,EUR,1.6421,1.9558,5.6471,1.5321,1.0697,8.025,26.679,7.4549,0.89665,8.795,7.5675,344.85,15904.22,3.9183,86.057,151.7,121.52,1359.18,25.4183,4.8223,10.72,1.753,56.889,4.4729,4.8345,78.4949,10.5018,1.5758,35.122,7.7391,1.1348,19.1372
113,2020-06-12,EUR,1.6447,1.9558,5.7388,1.5347,1.0697,7.999,26.698,7.4551,0.89653,8.7607,7.566,346.0,16058.24,3.9189,85.7875,152.1,121.26,1360.45,25.445,4.824,10.8475,1.7553,56.763,4.4484,4.8343,78.7662,10.5103,1.5718,34.986,7.7224,1.1304,19.2794
114,2020-06-15,EUR,1.6476,1.9558,5.8049,1.5342,1.0679,7.984,26.683,7.4559,0.89648,8.7211,7.557,347.06,16039.58,3.9348,85.5275,151.7,120.83,1366.08,25.4098,4.814,10.8894,1.7471,56.653,4.4352,4.8335,78.8516,10.5393,1.5692,35.008,7.6967,1.1253,19.322
115,2020-06-16,EUR,1.6324,1.9558,5.7647,1.532,1.0717,8.0041,26.564,7.4561,0.8937,8.7634,7.5475,345.5,15978.26,3.9244,86.048,152.81,121.39,1369.11,24.9681,4.8342,10.7389,1.7474,56.664,4.4272,4.8359,78.439,10.5136,1.5713,35.18,7.7442,1.1308,19.2518
116,2020-06-17,EUR,1.6292,1.9558,5.8521,1.5204,1.0669,7.9602,26.561,7.456,0.89448,8.7049,7.546,344.5,15948.04,3.8747,85.5505,152.4,120.65,1362.21,24.9416,4.8095,10.705,1.7395,56.273,4.4467,4.8355,78.1853,10.5123,1.565,35.055,7.7012,1.1232,19.2289
117,2020-06-18,EUR,1.6356,1.9558,5.9738,1.5218,1.0667,7.9545,26.689,7.4556,0.90028,8.6972,7.5463,345.94,15806.19,3.8811,85.673,153.5,120.0,1359.26,25.2628,4.8008,10.7083,1.742,56.302,4.4647,4.8393,78.2063,10.5525,1.5642,34.928,7.6968,1.1222,19.5334
118,2020-06-19,EUR,1.6261,1.9558,6.0029,1.5209,1.0656,7.9332,26.683,7.4554,0.90505,8.6889,7.5665,345.44,15927.67,3.862,85.352,154.6,119.77,1353.53,25.3126,4.7854,10.7135,1.7403,56.133,4.4516,4.8428,77.6565,10.567,1.5623,34.765,7.6887,1.121,19.444
119,2020-06-22,EUR,1.6292,1.9558,5.9248,1.521,1.0654,7.9348,26.681,7.4543,0.90328,8.6902,7.5926,346.6,15988.62,3.8672,85.2585,155.1,119.89,1361.3,25.2313,4.7997,10.7985,1.735,56.2,4.4493,4.8422,77.8799,10.5525,1.5639,34.76,7.6829,1.1213,19.5077
120,2020-06-23,EUR,1.6272,1.9558,5.9006,1.5269,1.0705,7.9944,26.612,7.4537,0.9063,8.7716,7.577,350.43,16026.29,3.8808,85.438,156.8,121.05,1366.51,25.2497,4.839,10.7345,1.7391,56.685,4.4371,4.8438,77.7474,10.5175,1.5743,34.995,7.7622,1.1318,19.4719
121,2020-06-24,EUR,1.6342,1.9558,5.8422,1.5331,1.0679,7.9772,26.733,7.453,0.90343,8.7421,7.5745,351.58,15982.07,3.8691,85.3285,157.1,120.3,1356.39,25.4773,4.8194,10.7958,1.7552,56.453,4.448,4.8433,78.0079,10.5145,1.5668,34.788,7.7322,1.128,19.5264
122,2020-06-25,EUR,1.6321,1.9558,6.0012,1.5282,1.0637,7.9206,26.796,7.4534,0.90133,8.6805,7.567,354.35,15988.0,3.8545,84.712,155.6,120.25,1347.73,25.6315,4.7914,10.8748,1.7465,56.075,4.4653,4.842,77.7516,10.4865,1.56,34.647,7.6776,1.12,19.4883
123,2020-06-26,EUR,1.6313,1.9558,6.0595,1.5318,1.0631,7.9298,26.808,7.4523,0.90575,8.6904,7.5575,355.15,15944.89,3.847,84.8215,155.0,119.93,1346.19,25.5836,4.8115,10.885,1.7428,56.053,4.4684,4.8426,77.88,10.4773,1.5608,34.674,7.6865,1.1213,19.3799
124,2020-06-29,EUR,1.6406,1.9558,6.1105,1.5409,1.0669,7.9841,26.848,7.4531,0.9154,8.7456,7.569,356.3,16213.08,3.8745,85.192,155.4,121.07,1352.81,25.923,4.8352,10.9013,1.7533,56.258,4.4664,4.844,78.9169,10.478,1.5708,34.845,7.7351,1.1284,19.4262
125,2020-06-30,EUR,1.6344,1.9558,6.1118,1.5324,1.0651,7.9219,26.74,7.4526,0.91243,8.6788,7.5708,356.58,16184.41,3.8821,84.6235,155.4,120.66,1345.83,25.947,4.7989,10.912,1.748,55.834,4.456,4.8397,79.63,10.4948,1.5648,34.624,7.6761,1.1198,19.4425
126,2020-07-01,EUR,1.6268,1.9558,6.096,1.5217,1.062,7.9151,26.67,7.4528,0.9043,8.6808,7.5645,354.5,15976.8,3.8704,84.622,155.6,120.31,1347.84,25.7005,4.8009,10.7736,1.7362,55.791,4.4583,4.8366,79.6793,10.4965,1.563,34.709,7.6777,1.12,19.2935
127,2020-07-02,EUR,1.6296,1.9558,5.9823,1.5343,1.0648,7.9759,26.632,7.4506,0.90225,8.7469,7.5605,351.59,16227.58,3.8903,84.354,156.2,121.24,1353.9,25.536,4.8366,10.6873,1.7297,56.078,4.474,4.8355,79.4434,10.4635,1.5726,35.054,7.7368,1.1286,19.0952
128,2020-07-03,EUR,1.6175,1.9558,6.0117,1.5233,1.0623,7.931,26.665,7.4516,0.9012,8.6987,7.557,352.55,16286.02,3.8567,83.821,156.3,120.68,1346.54,25.3049,4.8123,10.6775,1.7204,55.536,4.4687,4.837,80.2153,10.4715,1.5654,34.918,7.6957,1.1224,19.1761
129,2020-07-06,EUR,1.623,1.9558,5.9745,1.5333,1.0642,7.9498,26.705,7.4516,0.90505,8.7769,7.561,352.83,16328.0,3.8992,84.4535,157.2,121.78,1350.51,25.1207,4.8441,10.6218,1.7293,55.871,4.4689,4.8375,81.3769,10.4848,1.5753,35.158,7.7743,1.1325,19.2761
130,2020-07-07,EUR,1.6261,1.9558,6.0701,1.5317,1.0643,7.9287,26.681,7.4522,0.9015,8.7499,7.549,353.62,16302.76,3.895,84.4645,157.0,121.61,1349.06,25.4764,4.8259,10.6428,1.726,55.892,4.4683,4.8393,80.8888,10.4555,1.5751,35.262,7.7508,1.129,19.2908
131,2020-07-08,EUR,1.6242,1.9558,6.0439,1.5338,1.0624,7.9163,26.748,7.4493,0.89923,8.7468,7.5385,355.49,16268.0,3.8949,84.6455,157.4,121.39,1348.86,25.6433,4.8219,10.6885,1.7237,55.898,4.4765,4.8408,80.4584,10.431,1.5745,35.252,7.7478,1.1286,19.1628
132,2020-07-09,EUR,1.6239,1.9558,6.052,1.5314,1.0634,7.923,26.622,7.4503,0.89655,8.7901,7.5365,354.25,16326.81,3.9005,85.0455,158.7,121.67,1354.35,25.6985,4.8345,10.6173,1.7223,56.062,4.4655,4.8408,80.0425,10.397,1.5774,35.381,7.7845,1.1342,19.0691
133,2020-07-10,EUR,1.6247,1.9558,6.0691,1.5336,1.0625,7.8952,26.691,7.4483,0.8957,8.7396,7.5345,353.7,16276.91,3.9006,84.841,159.0,120.48,1354.7,25.6953,4.8109,10.7163,1.7189,55.794,4.4743,4.8428,80.2104,10.398,1.5703,35.316,7.7417,1.1276,19.0889
134,2020-07-13,EUR,1.6248,1.9558,6.0494,1.5366,1.0685,7.9309,26.648,7.4448,0.89938,8.7809,7.534,353.83,16342.08,3.9026,85.216,159.4,121.4,1361.37,25.4857,4.8306,10.665,1.7226,55.998,4.4758,4.8443,80.147,10.3833,1.5743,35.562,7.7824,1.1329,18.9726
135,2020-07-14,EUR,1.6348,1.9558,6.0925,1.5488,1.0691,7.9805,26.638,7.4447,0.90778,8.8171,7.5295,355.48,16436.88,3.9092,85.7725,159.4,122.17,1371.98,25.7383,4.8588,10.711,1.7417,56.305,4.4781,4.8435,80.837,10.3855,1.5846,35.922,7.8111,1.1375,19.0732
136,2020-07-15,EUR,1.6293,1.9558,6.0911,1.5527,1.0783,7.9975,26.587,7.4465,0.9054,8.8718,7.5308,353.25,16693.94,3.9244,85.971,160.7,122.25,1373.55,25.4759,4.878,10.6275,1.7397,56.584,4.4688,4.8439,81.0468,10.3468,1.5884,36.037,7.8568,1.1444,18.9061
137,2020-07-16,EUR,1.6338,1.9558,6.1154,1.5452,1.0787,7.9861,26.693,7.4452,0.90875,8.851,7.5356,354.08,16692.98,3.9207,85.8555,160.0,122.24,1373.74,25.5051,4.8755,10.6148,1.7439,56.499,4.4928,4.8433,81.1888,10.35,1.5888,36.148,7.832,1.1414,19.0181
138,2020-07-17,EUR,1.636,1.9558,6.0839,1.551,1.0753,7.9975,26.682,7.4453,0.91078,8.8617,7.538,353.72,16793.45,3.9253,85.67,160.2,122.53,1376.55,25.6132,4.8723,10.5995,1.7463,56.511,4.4827,4.8422,81.8409,10.333,1.5887,36.238,7.8413,1.1428,19.0496
139,2020-07-20,EUR,1.6359,1.9558,6.148,1.5532,1.0736,7.9992,26.598,7.448,0.90575,8.8744,7.534,352.56,16925.87,3.9279,85.6355,160.2,122.63,1377.07,25.8217,4.8797,10.606,1.7435,56.5,4.4592,4.8418,81.875,10.301,1.5909,36.376,7.8508,1.1448,19.1409
140,2020-07-21,EUR,1.6154,1.9558,6.0416,1.5399,1.074,7.9982,26.429,7.4449,0.90055,8.8704,7.53,350.64,16830.0,3.9202,85.3805,159.3,122.7,1367.96,25.591,4.8764,10.4933,1.7305,56.455,4.4362,4.8392,81.0833,10.239,1.5891,36.194,7.8369,1.1443,18.8806
141,2020-07-22,EUR,1.6139,1.9558,5.992,1.554,1.0785,8.0999,26.365,7.4442,0.91123,8.9741,7.522,349.27,16867.99,3.9621,86.288,157.8,123.94,1384.38,25.8715,4.9235,10.5343,1.7328,57.11,4.4288,4.8413,81.9588,10.2415,1.6015,36.546,7.9299,1.1578,18.952
142,2020-07-23,EUR,1.6246,1.9558,5.9524,1.5486,1.0731,8.1057,26.342,7.4429,0.91195,8.9676,7.5215,347.31,16948.0,3.956,86.577,157.8,123.98,1389.31,25.9685,4.9267,10.6073,1.7384,57.202,4.4141,4.8355,82.5723,10.264,1.6033,36.685,7.9229,1.1569,19.2203
143,2020-07-24,EUR,1.6376,1.9558,6.0777,1.5578,1.073,8.1453,26.268,7.4438,0.90985,8.9978,7.517,346.98,16982.0,3.9642,86.866,157.8,123.36,1396.83,26.0804,4.9502,10.6953,1.7506,57.316,4.4046,4.8325,83.3938,10.269,1.6083,36.821,7.9496,1.1608,19.435
144,2020-07-27,EUR,1.6472,1.9558,6.0919,1.5729,1.0838,8.2344,26.193,7.4436,0.9134,9.1154,7.5163,345.91,17075.52,4.0143,87.885,158.4,123.88,1407.15,26.0083,5.0009,10.6683,1.7605,57.817,4.4016,4.8303,84.0682,10.2678,1.6216,37.05,8.0552,1.176,19.338
145,2020-07-28,EUR,1.6412,1.9558,6.065,1.5693,1.0758,8.2041,26.251,7.4429,0.90968,9.081,7.507,346.98,17030.66,4.0021,87.714,158.6,123.34,1406.13,25.8438,4.9827,10.694,1.763,57.664,4.4054,4.8355,84.8413,10.282,1.6168,36.92,8.1283,1.1717,19.4315
146,2020-07-29,EUR,1.6348,1.9558,6.0149,1.5665,1.0766,8.2067,26.291,7.4427,0.90385,9.0869,7.494,347.67,17042.29,3.9985,87.694,159.0,123.28,1400.22,25.631,4.9755,10.6573,1.764,57.538,4.4194,4.8345,84.9125,10.287,1.6142,36.899,8.1748,1.1725,19.3269
147,2020-07-30,EUR,1.6446,1.9558,6.1189,1.5771,1.0744,8.224,26.248,7.4426,0.90268,9.1011,7.488,345.6,17144.78,3.9947,87.94,159.2,123.58,1404.16,26.0101,4.9784,10.7213,1.7727,57.682,4.408,4.8318,86.6233,10.3068,1.6161,36.92,8.1978,1.1743,19.707
148,2020-07-31,EUR,1.6488,1.9558,6.1219,1.5898,1.0769,8.2637,26.175,7.4442,0.90053,9.1825,7.4815,344.95,17364.0,4.0312,88.6355,160.0,124.31,1409.56,26.278,5.023,10.7323,1.7771,58.124,4.4034,4.8315,87.69,10.2835,1.6245,36.948,8.2595,1.1848,20.096
149,2020-08-03,EUR,1.6508,1.9558,6.1375,1.5755,1.0784,8.19,26.319,7.4466,0.90013,9.0882,7.4755,345.72,17254.0,4.0056,88.1805,160.0,124.51,1401.26,26.269,4.9501,10.7188,1.7701,57.579,4.4201,4.8355,86.6018,10.2958,1.6147,36.644,8.1864,1.1726,20.2777
150,2020-08-04,EUR,1.6495,1.9558,6.2743,1.5773,1.0761,8.2157,26.221,7.4462,0.90335,9.1179,7.4683,344.73,17276.9,4.0292,88.3805,160.0,124.78,1406.49,26.7401,4.9654,10.7568,1.7807,57.774,4.4055,4.8358,86.7275,10.3025,1.6195,36.608,8.199,1.1765,20.4879
151,2020-08-05,EUR,1.6415,1.9558,6.2311,1.5703,1.077,8.2277,26.097,7.4508,0.90265,9.1871,7.4683,344.5,17247.57,4.0397,88.709,160.2,125.37,1405.74,26.7125,4.9698,10.6585,1.7809,58.12,4.3935,4.8345,86.3692,10.2865,1.6228,36.759,8.3311,1.1854,20.4221
152,2020-08-06,EUR,1.6492,1.9558,6.334,1.5748,1.0759,8.2325,26.202,7.45,0.90033,9.1786,7.468,346.23,17304.0,4.0309,88.765,160.2,124.96,1404.99,26.615,4.9604,10.6538,1.7828,58.136,4.4073,4.836,86.9321,10.3165,1.6236,36.832,8.5853,1.1843,20.7655
153,2020-08-07,EUR,1.6403,1.9558,6.3274,1.577,1.0804,8.2238,26.279,7.4483,0.90373,9.1585,7.4595,345.93,17335.54,4.0256,88.633,160.6,124.91,1401.9,26.5127,4.9484,10.6433,1.7786,57.958,4.4081,4.8374,86.9753,10.3163,1.6203,36.816,8.5019,1.1817,20.7086
154,2020-08-10,EUR,1.6445,1.9558,6.3697,1.5739,1.079,8.2003,26.183,7.4479,0.90155,9.1166,7.4828,345.19,17221.03,4.0124,88.1125,160.6,124.74,1396.28,26.3047,4.9352,10.629,1.784,57.787,4.4021,4.836,86.6154,10.2805,1.6158,36.63,8.6055,1.1763,20.8452
155,2020-08-11,EUR,1.6406,1.9558,6.4068,1.5656,1.0743,8.1857,26.155,7.4469,0.89843,9.132,7.4795,345.03,17348.0,4.0085,87.862,161.1,124.97,1393.79,26.3028,4.94,10.5658,1.7833,57.615,4.4018,4.8355,85.6858,10.2835,1.6154,36.598,8.541,1.1783,20.6263
156,2020-08-12,EUR,1.6514,1.9558,6.3782,1.5644,1.0755,8.1758,26.117,7.4472,0.90475,9.1236,7.4885,345.15,17374.0,4.0101,88.051,161.1,125.92,1393.92,26.3381,4.9362,10.5463,1.7997,57.631,4.4033,4.8356,86.3013,10.2513,1.6166,36.62,8.6074,1.1771,20.5097
157,2020-08-13,EUR,1.6522,1.9558,6.3766,1.5637,1.0784,8.2187,26.125,7.4474,0.90373,9.1709,7.5125,344.93,17559.0,4.0271,88.564,161.1,126.58,1402.22,26.4372,4.961,10.5148,1.8042,57.768,4.3968,4.8348,87.1809,10.2748,1.6231,36.741,8.6794,1.1833,20.6405
158,2020-08-14,EUR,1.6525,1.9558,6.375,1.5649,1.0754,8.21,26.118,7.447,0.90173,9.1555,7.5356,346.11,17612.0,4.023,88.468,161.1,126.01,1402.11,26.2027,4.9538,10.5403,1.8071,57.553,4.3984,4.836,86.585,10.2933,1.6209,36.75,8.7149,1.1813,20.6121
159,2020-08-17,EUR,1.6485,1.9558,6.4166,1.5684,1.0765,8.2262,26.14,7.447,0.90625,9.1864,7.53,348.53,17638.45,4.0403,88.6895,161.5,125.99,1405.87,26.0924,4.9688,10.512,1.8179,57.693,4.3966,4.8343,87.15,10.3108,1.6237,36.993,8.7656,1.1853,20.6764
160,2020-08-18,EUR,1.6447,1.9558,6.4778,1.5672,1.0773,8.2407,26.134,7.4466,0.90375,9.2274,7.5296,349.85,17674.46,4.0507,88.879,161.8,125.54,1410.08,26.2626,4.9797,10.501,1.8119,57.804,4.387,4.8355,87.0531,10.32,1.625,37.051,8.8024,1.1906,20.715
161,2020-08-19,EUR,1.6428,1.9558,6.5115,1.5688,1.0811,8.2472,26.118,7.4453,0.90345,9.2483,7.5328,349.79,17626.23,4.0571,89.316,162.0,125.74,1405.97,26.383,4.979,10.5455,1.7969,57.911,4.3942,4.8403,87.5706,10.314,1.6278,37.279,8.7785,1.1933,20.5183
162,2020-08-20,EUR,1.6544,1.9558,6.6454,1.5654,1.0786,8.1985,26.061,7.4451,0.90173,9.184,7.5356,350.39,17503.64,4.0305,88.992,162.6,125.46,1408.22,26.3712,4.9444,10.6068,1.8158,57.707,4.3914,4.8391,87.63,10.3555,1.622,37.245,8.7129,1.185,20.4136
163,2020-08-21,EUR,1.6442,1.9558,6.5908,1.5563,1.0744,8.1483,26.083,7.4441,0.89755,9.1212,7.5243,350.68,17383.99,4.0029,88.198,162.6,124.53,1403.15,26.066,4.9194,10.5913,1.8045,57.324,4.3979,4.8405,87.735,10.363,1.6131,37.161,8.5925,1.1769,20.2977
164,2020-08-24,EUR,1.6454,1.9558,6.5941,1.5574,1.0761,8.1897,26.091,7.4435,0.90175,9.1817,7.533,350.83,17380.14,4.0293,87.772,163.0,125.26,1406.32,25.9307,4.9467,10.6188,1.8059,57.447,4.3986,4.84,87.9975,10.369,1.6203,37.211,8.7314,1.1847,20.0609
165,2020-08-25,EUR,1.6472,1.9558,6.586,1.5597,1.0752,8.1671,26.121,7.4423,0.89945,9.1563,7.529,353.46,17301.6,4.0187,87.7165,163.1,125.67,1402.12,25.8774,4.9247,10.5688,1.8082,57.357,4.3919,4.8403,88.36,10.3525,1.617,37.185,8.7352,1.1814,19.8084
166,2020-08-26,EUR,1.6371,1.9558,6.5317,1.5543,1.0738,8.1262,26.262,7.4439,0.8969,9.1368,7.5273,354.74,17297.41,4.0094,87.613,163.2,125.34,1398.97,25.875,4.916,10.5603,1.7971,57.264,4.4074,4.8419,89.3568,10.3348,1.613,36.947,8.6706,1.1789,19.7996
